delivery_id,supplier_id,supplier_name,product_id,delivery_date,quantity_received,unit_cost
DEL-001668,SUP-110,Vantage Point Supply Co.,333,2026-05-01,36,156.14
DEL-002387,SUP-105,Union Trade Logistics,470,2026-05-01,43,64.75
DEL-001272,SUP-102,Pacific Rim Wholesale,257,2026-05-01,52,226.93
DEL-002313,SUP-110,Vantage Point Supply Co.,454,2026-05-01,117,45.47
DEL-002387,SUP-105,Union Trade Logistics,470,2026-05-01,43,64.75
DEL-002076,SUP-102,Pacific Rim Wholesale,413,2026-05-02,946,74.09
DEL-001500,SUP-108,Harborline Wholesale,302,2026-05-02,45,306.57
DEL-000516,SUP-109,Redstone Distribution,103,2026-05-02,127,73.89
DEL-001184,SUP-106,Silverline Import Group,243,2026-05-02,149,180.7
DEL-002135,SUP-101,Northgate Distribution Co.,424,2026-05-02,202,10.14
DEL-001723,SUP-105,Union Trade Logistics,343,2026-05-02,33,225.69
DEL-002004,SUP-102,Pacific Rim Wholesale,396,2026-05-02,226,44.61
DEL-001783,SUP-107,Crestwood Vendor Solutions,355,2026-05-02,117,49.93
DEL-001109,SUP-103,Atlas Consumer Goods,229,2026-05-02,39,131.56
DEL-000730,SUP-105,Union Trade Logistics,146,2026-05-02,149,173.28
DEL-001641,SUP-102,Pacific Rim Wholesale,329,2026-05-03,35,221.63
DEL-001824,SUP-103,Atlas Consumer Goods,363,2026-05-03,176,
DEL-000428,SUP-109,Redstone Distribution,87,2026-05-03,34,293.94
DEL-000409,SUP-101,Northgate Distribution Co.,83,2026-05-03,808,31.97
DEL-000704,SUP-105,Union Trade Logistics,141,2026-05-03,25,206.03
DEL-000409,SUP-101,Northgate Distribution Co.,83,2026-05-03,808,31.97
DEL-000483,SUP-102,Pacific Rim Wholesale,97,2026-05-04,188,167.47
DEL-001330,SUP-107,Crestwood Vendor Solutions,270,2026-05-04,75,274.78
DEL-000080,SUP-106,Silverline Import Group,18,2026-05-04,632,43.5
DEL-001882,SUP-106,Silverline Import Group,374,2026-05-04,66,254.29
DEL-002074,SUP-101,Northgate Distribution Co.,412,2026-05-04,295,31.73
DEL-000321,SUP-110,Vantage Point Supply Co.,65,2026-05-04,218,126.15
DEL-001168,SUP-108,Harborline Wholesale,240,2026-05-05,192,9.05
DEL-000955,SUP-109,Redstone Distribution,195,2026-05-05,55,143.27
DEL-002038,SUP-104,Meridian Supply Partners,404,2026-05-05,886,113.49
DEL-002393,SUP-108,Harborline Wholesale,472,2026-05-05,1083,
DEL-001091,SUP-104,Meridian Supply Partners,225,2026-05-05,29,115.41
DEL-001975,SUP-102,Pacific Rim Wholesale,388,2026-05-05,69,90.7
DEL-001885,SUP-106,Silverline Import Group,374,2026-05-06,594,240.48
DEL-001195,SUP-108,Harborline Wholesale,244,2026-05-06,74,163.24
DEL-000252,SUP-107,Crestwood Vendor Solutions,53,2026-05-06,109,22.45
DEL-001548,SUP-108,Harborline Wholesale,310,2026-05-06,26,287.4
DEL-002156,SUP-110,Vantage Point Supply Co.,428,2026-05-07,46,189.48
DEL-001196,SUP-108,Harborline Wholesale,244,2026-05-07,195,154.68
DEL-000349,SUP-110,Vantage Point Supply Co.,70,2026-05-07,263,188.19
DEL-002016,SUP-109,Redstone Distribution,398,2026-05-07,39,105.74
DEL-002443,SUP-105,Union Trade Logistics,486,2026-05-07,35,203.15
DEL-002066,SUP-102,Pacific Rim Wholesale,410,2026-05-08,76,104.05
DEL-001779,SUP-107,Crestwood Vendor Solutions,355,2026-05-08,240,48.32
DEL-000996,SUP-109,Redstone Distribution,203,2026-05-08,299,3.88
DEL-000130,SUP-102,Pacific Rim Wholesale,27,2026-05-08,222,227.86
DEL-000067,SUP-102,Pacific Rim Wholesale,16,2026-05-08,71,187.58
DEL-001706,SUP-103,Atlas Consumer Goods,339,2026-05-09,159,64.76
DEL-002449,SUP-104,Meridian Supply Partners,487,2026-05-09,840,298.47
DEL-000444,SUP-110,Vantage Point Supply Co.,90,2026-05-09,158,51.09
DEL-002408,SUP-103,Atlas Consumer Goods,477,2026-05-09,36,174.46
DEL-000631,SUP-105,Union Trade Logistics,126,2026-05-09,20,250.84
DEL-001214,SUP-103,Atlas Consumer Goods,248,2026-05-09,77,
DEL-002222,SUP-105,Union Trade Logistics,439,2026-05-09,195,123.81
DEL-002335,SUP-109,Redstone Distribution,459,2026-05-09,290,116.64
DEL-001180,SUP-108,Harborline Wholesale,242,2026-05-10,26,146.39
DEL-000316,SUP-103,Atlas Consumer Goods,64,2026-05-10,179,206.63
DEL-000534,SUP-102,Pacific Rim Wholesale,105,2026-05-10,831,226.62
