delivery_id,supplier_id,supplier_name,product_id,delivery_date,quantity_received,unit_cost
DEL-000847,SUP-104,Meridian Supply Partners,171,2026-04-01,78,195.71
DEL-000158,SUP-110,Vantage Point Supply Co.,33,2026-04-01,245,119.17
DEL-000358,SUP-102,Pacific Rim Wholesale,71,2026-04-01,72,153.16
DEL-000238,SUP-103,Atlas Consumer Goods,51,2026-04-01,161,54.84
DEL-001773,SUP-108,Harborline Wholesale,354,2026-04-01,32,222.68
DEL-001140,SUP-107,Crestwood Vendor Solutions,234,2026-04-01,157,266.35
DEL-001077,SUP-108,Harborline Wholesale,221,2026-04-02,24,77.12
DEL-000841,SUP-101,Northgate Distribution Co.,170,2026-04-02,71,258.45
DEL-002288,SUP-110,Vantage Point Supply Co.,450,2026-04-02,112,284.45
DEL-000921,SUP-107,Crestwood Vendor Solutions,185,2026-04-03,73,232.12
DEL-001950,SUP-110,Vantage Point Supply Co.,384,2026-04-03,1184,171.29
DEL-000149,SUP-105,Union Trade Logistics,32,2026-04-03,50,43.76
DEL-000846,SUP-104,Meridian Supply Partners,171,2026-04-03,176,182.7
DEL-002373,SUP-105,Union Trade Logistics,468,2026-04-03,55,182.2
DEL-001479,SUP-102,Pacific Rim Wholesale,299,2026-04-03,703,69.97
DEL-000891,SUP-106,Silverline Import Group,178,2026-04-03,65,277.37
DEL-002257,SUP-107,Crestwood Vendor Solutions,445,2026-04-03,61,170.41
DEL-001477,SUP-102,Pacific Rim Wholesale,299,2026-04-03,34,61.05
DEL-002347,SUP-106,Silverline Import Group,463,2026-04-04,20,252.82
DEL-000885,SUP-105,Union Trade Logistics,176,2026-04-04,285,279.99
DEL-001133,SUP-107,Crestwood Vendor Solutions,232,2026-04-04,32,199.1
DEL-001298,SUP-108,Harborline Wholesale,264,2026-04-04,830,192.51
DEL-000498,SUP-103,Atlas Consumer Goods,100,2026-04-05,68,182.38
DEL-001995,SUP-103,Atlas Consumer Goods,394,2026-04-05,170,112.89
DEL-002253,SUP-107,Crestwood Vendor Solutions,445,2026-04-05,215,168.78
DEL-001683,SUP-105,Union Trade Logistics,336,2026-04-06,38,33.96
DEL-000553,SUP-103,Atlas Consumer Goods,109,2026-04-06,33,
DEL-002322,SUP-107,Crestwood Vendor Solutions,457,2026-04-06,279,220.23
DEL-002513,SUP-104,Meridian Supply Partners,500,2026-04-07,70,19.21
DEL-002401,SUP-102,Pacific Rim Wholesale,475,2026-04-07,532,285.69
DEL-001482,SUP-102,Pacific Rim Wholesale,299,2026-04-07,33,61.47
DEL-001028,SUP-104,Meridian Supply Partners,212,2026-04-07,109,228.31
DEL-002306,SUP-110,Vantage Point Supply Co.,454,2026-04-08,292,41.35
DEL-001796,SUP-107,Crestwood Vendor Solutions,358,2026-04-08,185,4.98
DEL-002465,SUP-101,Northgate Distribution Co.,491,2026-04-08,149,7.51
DEL-001466,SUP-107,Crestwood Vendor Solutions,296,2026-04-08,643,203.11
DEL-000988,SUP-108,Harborline Wholesale,202,2026-04-08,1118,84.55
DEL-001662,SUP-110,Vantage Point Supply Co.,333,2026-04-08,159,165.65
DEL-001063,SUP-102,Pacific Rim Wholesale,218,2026-04-08,280,103.56
DEL-002503,SUP-102,Pacific Rim Wholesale,498,2026-04-08,804,156.49
DEL-002407,SUP-107,Crestwood Vendor Solutions,476,2026-04-09,73,82.32
DEL-000199,SUP-102,Pacific Rim Wholesale,40,2026-04-09,223,84.73
DEL-002297,SUP-101,Northgate Distribution Co.,452,2026-04-09,59,123.32
DEL-000751,SUP-105,Union Trade Logistics,151,2026-04-09,48,168.02
DEL-001605,SUP-108,Harborline Wholesale,321,2026-04-09,132,208.17
DEL-000798,SUP-106,Silverline Import Group,162,2026-04-10,77,124.87
DEL-002283,SUP-104,Meridian Supply Partners,448,2026-04-10,638,77.39
DEL-000109,SUP-109,Redstone Distribution,22,2026-04-10,1013,224.46
DEL-000420,SUP-106,Silverline Import Group,86,2026-04-10,67,27.14
DEL-001858,SUP-103,Atlas Consumer Goods,369,2026-04-10,35,73.22
DEL-000341,SUP-101,Northgate Distribution Co.,69,2026-04-10,672,
DEL-002036,SUP-104,Meridian Supply Partners,404,2026-04-10,47,107.45
DEL-000010,SUP-103,Atlas Consumer Goods,3,2026-04-10,29,215.12
DEL-000747,SUP-106,Silverline Import Group,150,2026-04-11,39,60.01
DEL-000408,SUP-110,Vantage Point Supply Co.,82,2026-04-11,1156,44.89
DEL-002333,SUP-109,Redstone Distribution,459,2026-04-11,57,107.62
DEL-000558,SUP-101,Northgate Distribution Co.,110,2026-04-11,147,101.0
DEL-002240,SUP-107,Crestwood Vendor Solutions,442,2026-04-11,24,216.86
DEL-002362,SUP-103,Atlas Consumer Goods,465,2026-04-11,76,201.57
DEL-000172,SUP-103,Atlas Consumer Goods,35,2026-04-11,29,64.59
