delivery_id,supplier_id,supplier_name,product_id,delivery_date,quantity_received,unit_cost
DEL-000131,SUP-102,Pacific Rim Wholesale,27,2026-06-01,68,230.98
DEL-000910,SUP-101,Northgate Distribution Co.,181,2026-06-01,44,43.84
DEL-001007,SUP-109,Redstone Distribution,205,2026-06-01,40,152.42
DEL-000312,SUP-103,Atlas Consumer Goods,64,2026-06-01,57,211.27
DEL-001223,SUP-107,Crestwood Vendor Solutions,250,2026-06-01,1031,
DEL-000741,SUP-107,Crestwood Vendor Solutions,148,2026-06-02,61,290.95
DEL-001913,SUP-109,Redstone Distribution,378,2026-06-02,47,231.63
DEL-002188,SUP-103,Atlas Consumer Goods,432,2026-06-02,49,31.65
DEL-001339,SUP-102,Pacific Rim Wholesale,272,2026-06-02,25,75.45
DEL-002425,SUP-102,Pacific Rim Wholesale,480,2026-06-02,36,109.25
DEL-000684,SUP-103,Atlas Consumer Goods,137,2026-06-02,50,165.19
DEL-000121,SUP-102,Pacific Rim Wholesale,25,2026-06-02,109,176.27
DEL-000717,SUP-105,Union Trade Logistics,143,2026-06-02,221,128.85
DEL-000363,SUP-102,Pacific Rim Wholesale,72,2026-06-02,56,143.76
DEL-001339,SUP-102,Pacific Rim Wholesale,272,2026-06-02,25,75.45
DEL-000750,SUP-105,Union Trade Logistics,151,2026-06-02,133,162.01
DEL-001166,SUP-108,Harborline Wholesale,240,2026-06-03,51,9.91
DEL-000018,SUP-110,Vantage Point Supply Co.,5,2026-06-03,832,77.76
DEL-001839,SUP-103,Atlas Consumer Goods,365,2026-06-03,55,173.95
DEL-001206,SUP-107,Crestwood Vendor Solutions,246,2026-06-03,36,47.2
DEL-000352,SUP-102,Pacific Rim Wholesale,71,2026-06-04,37,163.28
DEL-001337,SUP-110,Vantage Point Supply Co.,271,2026-06-04,68,189.78
DEL-000184,SUP-104,Meridian Supply Partners,38,2026-06-04,164,90.81
DEL-001252,SUP-102,Pacific Rim Wholesale,254,2026-06-04,183,21.9
DEL-001213,SUP-102,Pacific Rim Wholesale,247,2026-06-04,58,87.22
DEL-000796,SUP-104,Meridian Supply Partners,161,2026-06-05,30,
DEL-000327,SUP-102,Pacific Rim Wholesale,67,2026-06-05,164,282.36
DEL-001889,SUP-107,Crestwood Vendor Solutions,375,2026-06-05,71,46.54
DEL-001269,SUP-102,Pacific Rim Wholesale,257,2026-06-05,75,217.12
DEL-001493,SUP-105,Union Trade Logistics,301,2026-06-05,36,304.81
DEL-001827,SUP-109,Redstone Distribution,364,2026-06-05,42,179.79
DEL-000387,SUP-105,Union Trade Logistics,77,2026-06-05,21,145.36
DEL-000549,SUP-107,Crestwood Vendor Solutions,108,2026-06-05,42,237.96
DEL-000477,SUP-101,Northgate Distribution Co.,96,2026-06-06,43,195.08
DEL-002270,SUP-110,Vantage Point Supply Co.,447,2026-06-06,25,179.35
DEL-001447,SUP-106,Silverline Import Group,291,2026-06-06,52,141.24
DEL-001432,SUP-106,Silverline Import Group,289,2026-06-06,103,6.57
DEL-001316,SUP-103,Atlas Consumer Goods,267,2026-06-06,27,14.24
DEL-001021,SUP-104,Meridian Supply Partners,210,2026-06-07,150,18.39
DEL-002218,SUP-105,Union Trade Logistics,438,2026-06-07,34,
DEL-002318,SUP-105,Union Trade Logistics,456,2026-06-07,72,114.68
DEL-001158,SUP-108,Harborline Wholesale,237,2026-06-07,157,232.02
DEL-002073,SUP-101,Northgate Distribution Co.,412,2026-06-07,149,
DEL-001302,SUP-106,Silverline Import Group,265,2026-06-07,49,124.31
DEL-001478,SUP-102,Pacific Rim Wholesale,299,2026-06-07,45,68.79
DEL-001021,SUP-104,Meridian Supply Partners,210,2026-06-07,150,18.39
DEL-001244,SUP-107,Crestwood Vendor Solutions,253,2026-06-08,261,35.25
DEL-002390,SUP-106,Silverline Import Group,471,2026-06-08,68,7.36
DEL-001424,SUP-108,Harborline Wholesale,287,2026-06-08,55,169.63
DEL-000249,SUP-107,Crestwood Vendor Solutions,52,2026-06-08,65,207.32
DEL-000343,SUP-101,Northgate Distribution Co.,69,2026-06-08,22,196.48
DEL-001128,SUP-103,Atlas Consumer Goods,231,2026-06-09,43,108.38
DEL-001655,SUP-104,Meridian Supply Partners,331,2026-06-09,160,39.55
DEL-000820,SUP-103,Atlas Consumer Goods,166,2026-06-09,72,210.93
DEL-000565,SUP-107,Crestwood Vendor Solutions,112,2026-06-09,29,129.0
DEL-000009,SUP-104,Meridian Supply Partners,2,2026-06-09,216,79.4
DEL-000934,SUP-109,Redstone Distribution,188,2026-06-10,274,80.91
DEL-000789,SUP-106,Silverline Import Group,160,2026-06-10,757,53.66
DEL-001398,SUP-109,Redstone Distribution,281,2026-06-10,28,147.25
DEL-000970,SUP-107,Crestwood Vendor Solutions,198,2026-06-10,40,231.55
DEL-001734,SUP-110,Vantage Point Supply Co.,346,2026-06-10,68,71.85
DEL-001712,SUP-107,Crestwood Vendor Solutions,340,2026-06-10,49,12.6
DEL-001313,SUP-103,Atlas Consumer Goods,267,2026-06-10,29,
DEL-000654,SUP-102,Pacific Rim Wholesale,130,2026-06-10,37,186.62
DEL-000542,SUP-103,Atlas Consumer Goods,106,2026-06-11,732,195.79
DEL-001054,SUP-104,Meridian Supply Partners,216,2026-06-11,79,
DEL-000852,SUP-106,Silverline Import Group,172,2026-06-11,103,
DEL-000786,SUP-101,Northgate Distribution Co.,158,2026-06-12,70,143.08
DEL-002447,SUP-104,Meridian Supply Partners,487,2026-06-12,169,316.5
DEL-002234,SUP-107,Crestwood Vendor Solutions,442,2026-06-12,861,240.01
DEL-001867,SUP-107,Crestwood Vendor Solutions,371,2026-06-12,31,151.23
DEL-000027,SUP-104,Meridian Supply Partners,7,2026-06-12,57,222.04
DEL-000200,SUP-105,Union Trade Logistics,40,2026-06-13,24,90.0
DEL-000682,SUP-106,Silverline Import Group,136,2026-06-13,1147,30.46
DEL-001653,SUP-104,Meridian Supply Partners,331,2026-06-13,56,39.84
DEL-001532,SUP-104,Meridian Supply Partners,309,2026-06-13,38,241.14
DEL-000576,SUP-104,Meridian Supply Partners,114,2026-06-14,72,114.09
DEL-002385,SUP-105,Union Trade Logistics,470,2026-06-14,22,64.0
DEL-002191,SUP-108,Harborline Wholesale,433,2026-06-14,270,185.14
DEL-001652,SUP-110,Vantage Point Supply Co.,331,2026-06-14,20,41.35
DEL-000663,SUP-109,Redstone Distribution,133,2026-06-14,32,75.34
DEL-000365,SUP-103,Atlas Consumer Goods,73,2026-06-14,103,95.81
DEL-001273,SUP-102,Pacific Rim Wholesale,257,2026-06-14,61,221.09
DEL-002435,SUP-110,Vantage Point Supply Co.,484,2026-06-14,813,236.53
DEL-001704,SUP-103,Atlas Consumer Goods,338,2026-06-14,53,128.87
DEL-001003,SUP-103,Atlas Consumer Goods,204,2026-06-15,71,70.74
DEL-001746,SUP-103,Atlas Consumer Goods,349,2026-06-15,31,
DEL-000806,SUP-110,Vantage Point Supply Co.,163,2026-06-15,45,58.22
DEL-001675,SUP-104,Meridian Supply Partners,335,2026-06-16,54,
DEL-001175,SUP-105,Union Trade Logistics,241,2026-06-16,38,85.04
DEL-001512,SUP-110,Vantage Point Supply Co.,305,2026-06-16,51,15.94
DEL-000489,SUP-102,Pacific Rim Wholesale,97,2026-06-16,250,173.33
DEL-001800,SUP-107,Crestwood Vendor Solutions,358,2026-06-16,30,5.3
DEL-001458,SUP-109,Redstone Distribution,294,2026-06-16,26,196.46
DEL-002206,SUP-105,Union Trade Logistics,436,2026-06-17,67,232.27
DEL-000274,SUP-106,Silverline Import Group,57,2026-06-17,59,
