delivery_id,supplier_id,supplier_name,product_id,delivery_date,quantity_received,unit_cost
DEL-002001,SUP-102,Pacific Rim Wholesale,396,2025-11-01,66,44.68
DEL-002112,SUP-107,Crestwood Vendor Solutions,420,2025-11-01,47,129.86
DEL-002012,SUP-107,Crestwood Vendor Solutions,397,2025-11-01,292,51.55
DEL-000536,SUP-103,Atlas Consumer Goods,106,2025-11-01,58,205.62
DEL-001799,SUP-107,Crestwood Vendor Solutions,358,2025-11-01,74,5.7
DEL-001914,SUP-109,Redstone Distribution,378,2025-11-01,22,238.4
DEL-002409,SUP-103,Atlas Consumer Goods,477,2025-11-01,71,190.29
DEL-001404,SUP-108,Harborline Wholesale,283,2025-11-02,59,12.8
DEL-002037,SUP-104,Meridian Supply Partners,404,2025-11-02,44,112.41
DEL-002334,SUP-109,Redstone Distribution,459,2025-11-02,21,105.65
DEL-002092,SUP-108,Harborline Wholesale,416,2025-11-02,76,211.88
DEL-000301,SUP-109,Redstone Distribution,61,2025-11-02,260,233.56
DEL-001952,SUP-110,Vantage Point Supply Co.,384,2025-11-02,170,159.39
DEL-000356,SUP-102,Pacific Rim Wholesale,71,2025-11-02,246,146.76
DEL-001928,SUP-105,Union Trade Logistics,381,2025-11-02,38,
DEL-002397,SUP-110,Vantage Point Supply Co.,474,2025-11-02,68,7.35
DEL-002364,SUP-107,Crestwood Vendor Solutions,466,2025-11-03,267,288.56
DEL-001114,SUP-103,Atlas Consumer Goods,229,2025-11-03,32,139.63
DEL-002358,SUP-103,Atlas Consumer Goods,465,2025-11-03,61,197.24
DEL-002358,SUP-103,Atlas Consumer Goods,465,2025-11-03,61,197.24
DEL-001982,SUP-103,Atlas Consumer Goods,390,2025-11-03,286,22.52
DEL-001835,SUP-103,Atlas Consumer Goods,365,2025-11-03,61,171.54
DEL-001508,SUP-106,Silverline Import Group,304,2025-11-03,46,
DEL-000825,SUP-107,Crestwood Vendor Solutions,167,2025-11-03,39,7.34
DEL-000395,SUP-104,Meridian Supply Partners,79,2025-11-03,29,109.7
DEL-002502,SUP-102,Pacific Rim Wholesale,498,2025-11-04,243,
DEL-002360,SUP-103,Atlas Consumer Goods,465,2025-11-04,42,211.6
DEL-000164,SUP-109,Redstone Distribution,34,2025-11-04,235,40.12
DEL-000537,SUP-103,Atlas Consumer Goods,106,2025-11-04,74,192.1
DEL-002099,SUP-104,Meridian Supply Partners,418,2025-11-04,58,88.52
DEL-000211,SUP-108,Harborline Wholesale,43,2025-11-05,243,125.97
DEL-000231,SUP-109,Redstone Distribution,49,2025-11-05,208,35.98
DEL-002383,SUP-105,Union Trade Logistics,470,2025-11-06,71,59.23
DEL-000635,SUP-106,Silverline Import Group,127,2025-11-06,224,
DEL-002062,SUP-102,Pacific Rim Wholesale,410,2025-11-06,21,108.99
DEL-002008,SUP-102,Pacific Rim Wholesale,396,2025-11-06,264,47.81
DEL-001209,SUP-107,Crestwood Vendor Solutions,246,2025-11-06,1183,47.47
DEL-000247,SUP-107,Crestwood Vendor Solutions,52,2025-11-07,227,222.33
DEL-000657,SUP-108,Harborline Wholesale,131,2025-11-07,63,196.97
DEL-000765,SUP-109,Redstone Distribution,155,2025-11-07,201,82.91
DEL-001033,SUP-107,Crestwood Vendor Solutions,212,2025-11-07,907,209.58
DEL-001153,SUP-107,Crestwood Vendor Solutions,235,2025-11-07,22,138.46
DEL-000855,SUP-106,Silverline Import Group,172,2025-11-08,64,2.91
DEL-001346,SUP-110,Vantage Point Supply Co.,273,2025-11-08,23,36.86
DEL-000125,SUP-104,Meridian Supply Partners,26,2025-11-08,56,174.78
DEL-000700,SUP-102,Pacific Rim Wholesale,140,2025-11-08,163,347.76
DEL-002404,SUP-102,Pacific Rim Wholesale,475,2025-11-08,198,277.25
DEL-001191,SUP-108,Harborline Wholesale,244,2025-11-08,300,145.55
DEL-002328,SUP-104,Meridian Supply Partners,458,2025-11-08,104,225.21
DEL-001647,SUP-102,Pacific Rim Wholesale,330,2025-11-09,229,30.47
DEL-002489,SUP-104,Meridian Supply Partners,496,2025-11-09,884,233.05
DEL-001732,SUP-104,Meridian Supply Partners,345,2025-11-09,30,39.62
DEL-001953,SUP-110,Vantage Point Supply Co.,384,2025-11-09,70,161.24
DEL-002083,SUP-105,Union Trade Logistics,414,2025-11-09,249,229.84
DEL-000165,SUP-109,Redstone Distribution,34,2025-11-09,47,39.93
DEL-002106,SUP-107,Crestwood Vendor Solutions,420,2025-11-10,225,133.58
DEL-001013,SUP-105,Union Trade Logistics,207,2025-11-10,44,120.15
DEL-000557,SUP-101,Northgate Distribution Co.,110,2025-11-10,159,97.89
DEL-001948,SUP-110,Vantage Point Supply Co.,384,2025-11-10,116,158.8
DEL-001765,SUP-105,Union Trade Logistics,352,2025-11-10,33,11.91
